Frame,TopLeftCornerX,TopLeftCornerY,suc,Length,Height
878,298.5,247.5,1,153,80
878,690.5,58.5,0,30,92
879,6.5,227.5,1,31,32
879,499.5,264.5,1,92,24
880,14.5,139.5,1,48,33
880,86.5,142.5,1,59,28
880,111.5,100.5,1,24,23
882,235.5,434.5,0,39,21
882,247.5,407.5,1,28,25
882,289.5,344.5,0,25,32
882,303.5,325.5,0,36,29
882,330.5,306.5,0,22,27
884,191.5,0.5,1,81,44
884,270.5,4.5,0,84,56
884,355.5,37.5,0,77,26
884,363.5,60.5,0,102,31
884,431.5,40.5,1,49,28
884,514.5,42.5,0,24,22
884,544.5,347.5,1,176,133
887,31.5,248.5,1,53,24
887,106.5,184.5,1,27,43
887,499.5,87.5,1,39,23
887,525.5,64.5,0,37,24
887,595.5,79.5,0,67,43
888,5.5,172.5,1,71,95
888,202.5,109.5,0,88,58
889,0.5,255.5,0,43,42
889,551.5,182.5,0,51,34
890,636.5,80.5,1,60,39
892,319.5,211.5,0,98,21
894,443.5,218.5,0,74,52
894,608.5,237.5,1,111,55
895,9.5,83.5,0,80,70
895,262.5,86.5,0,24,23
895,381.5,63.5,1,101,99
896,33.5,297.5,0,69,29
896,35.5,259.5,1,25,35
896,100.5,290.5,0,72,27
896,320.5,230.5,0,101,90
896,520.5,171.5,1,143,144
897,592.5,238.5,0,27,34
899,0.5,64.5,0,58,91
899,44.5,58.5,0,32,21
899,196.5,26.5,0,51,40
899,357.5,19.5,1,97,65
899,376.5,117.5,1,51,21
900,118.5,183.5,1,24,22
900,182.5,201.5,1,72,27
902,318.5,132.5,0,33,25
904,41.5,118.5,0,40,30
904,97.5,110.5,0,49,40
904,237.5,144.5,1,107,38
904,339.5,111.5,0,90,29
904,560.5,404.5,1,160,76
905,0.5,198.5,0,29,34
906,134.5,232.5,1,26,27
906,258.5,186.5,0,36,25
909,0.5,66.5,1,204,136
909,149.5,96.5,0,93,65
909,399.5,124.5,1,65,54
909,446.5,142.5,0,61,53
909,515.5,172.5,1,83,51
909,676.5,225.5,0,44,119
910,591.5,300.5,1,36,25
911,0.5,254.5,1,170,108
912,686.5,363.5,1,34,28
914,35.5,94.5,1,34,26
915,161.5,70.5,1,57,49
915,258.5,103.5,0,56,39
916,362.5,0.5,1,67,41
916,486.5,74.5,0,64,32
920,222.5,39.5,0,71,41
920,288.5,8.5,0,26,27
920,301.5,16.5,1,45,41
920,414.5,121.5,0,156,119
920,459.5,32.5,0,21,22
920,653.5,98.5,0,67,108
920,679.5,86.5,1,36,30
922,634.5,295.5,0,33,27
922,658.5,410.5,1,62,70
923,19.5,434.5,1,221,46
923,71.5,307.5,1,52,43
923,124.5,341.5,1,36,26
923,160.5,316.5,0,51,51
923,411.5,315.5,0,55,23
923,456.5,311.5,1,83,125
923,522.5,331.5,0,172,149
924,616.5,167.5,0,24,25
925,451.5,157.5,0,35,23
926,63.5,88.5,1,29,21
926,365.5,245.5,0,41,32
928,584.5,345.5,0,136,60
928,684.5,261.5,1,29,30
929,678.5,270.5,0,42,26
932,285.5,64.5,0,24,23
933,0.5,123.5,1,63,89
933,107.5,121.5,0,73,31
933,160.5,69.5,1,38,21
933,245.5,103.5,0,51,24
933,382.5,24.5,0,35,28
933,414.5,1.5,1,65,46
933,684.5,3.5,0,36,28
934,368.5,218.5,0,35,36
935,208.5,108.5,0,36,34
935,286.5,127.5,0,142,71
935,414.5,215.5,1,87,41
935,427.5,178.5,1,121,52
936,0.5,84.5,1,132,213
936,296.5,85.5,1,54,21
936,382.5,45.5,0,87,44
938,0.5,56.5,0,44,72
938,43.5,91.5,0,62,29
938,340.5,40.5,1,89,47
938,430.5,60.5,0,112,33
938,622.5,41.5,1,57,25
938,667.5,100.5,0,53,25
938,681.5,59.5,1,39,27
939,0.5,135.5,0,37,37
941,25.5,80.5,1,33,27
941,70.5,64.5,0,59,36
941,131.5,52.5,1,67,54
941,300.5,41.5,0,53,47
941,538.5,103.5,1,85,64
941,604.5,81.5,0,34,40
941,623.5,327.5,1,97,153
941,652.5,97.5,1,57,44
942,655.5,153.5,1,30,29
943,55.5,120.5,1,24,29
943,74.5,112.5,1,44,35
943,104.5,90.5,0,38,22
943,117.5,105.5,1,43,27
943,209.5,25.5,0,44,42
943,285.5,26.5,0,63,30
943,291.5,53.5,0,138,54
943,564.5,104.5,1,123,161
943,593.5,189.5,0,127,291
944,18.5,160.5,0,103,37
944,615.5,298.5,0,37,40
945,8.5,204.5,1,34,35
945,43.5,201.5,0,31,28
945,109.5,160.5,1,144,93
945,120.5,151.5,1,42,28
945,216.5,109.5,1,56,28
945,300.5,60.5,1,38,34
945,674.5,0.5,0,46,38
946,253.5,209.5,0,26,27
946,298.5,190.5,1,23,24
946,316.5,163.5,0,29,39
946,380.5,148.5,0,30,25
946,547.5,73.5,0,33,25
946,619.5,39.5,1,43,31
946,668.5,22.5,0,49,35
947,1.5,66.5,0,54,61
947,97.5,165.5,1,141,57
947,129.5,34.5,0,141,138
947,447.5,25.5,0,22,26
950,58.5,139.5,1,131,148
950,203.5,128.5,0,156,114
950,434.5,160.5,1,53,42
951,163.5,223.5,0,105,89
952,156.5,167.5,0,55,37
953,578.5,225.5,1,47,29
955,574.5,305.5,0,31,21
958,0.5,330.5,0,25,65
958,0.5,398.5,0,160,82
958,199.5,150.5,0,162,137
958,282.5,316.5,1,438,164
958,385.5,140.5,1,130,79
959,397.5,96.5,1,61,48
960,286.5,118.5,1,59,53
960,525.5,168.5,0,41,28
962,57.5,62.5,0,66,37
962,121.5,39.5,0,92,47
962,679.5,92.5,1,29,25
963,149.5,79.5,0,28,29
963,556.5,156.5,1,67,23
968,68.5,338.5,0,71,32
970,99.5,283.5,1,80,29
970,500.5,0.5,0,56,52
970,506.5,343.5,1,24,22
970,543.5,0.5,0,177,365
970,694.5,361.5,1,26,119
970,698.5,9.5,0,22,26
973,410.5,146.5,1,44,27
973,492.5,137.5,0,40,43
973,616.5,216.5,1,67,37
975,569.5,125.5,1,24,23
976,19.5,103.5,1,47,21
977,0.5,201.5,1,46,34
977,71.5,170.5,1,88,34
977,102.5,117.5,0,73,52
977,194.5,129.5,1,45,35
977,234.5,93.5,0,86,73
977,318.5,63.5,0,115,91
977,324.5,159.5,0,201,117
977,373.5,120.5,1,53,25
977,469.5,9.5,0,141,88
977,513.5,145.5,0,125,48
977,588.5,14.5,0,98,66
977,687.5,37.5,1,33,36
979,0.5,380.5,0,30,33
979,76.5,343.5,1,66,67
979,126.5,424.5,1,172,56
980,530.5,253.5,1,53,42
983,0.5,290.5,1,23,35
983,66.5,219.5,0,83,71
983,545.5,66.5,0,52,67
984,485.5,203.5,1,42,36
984,590.5,255.5,0,64,34
986,410.5,157.5,0,34,24
987,380.5,35.5,0,34,22
988,14.5,220.5,1,24,24
988,360.5,299.5,0,174,70
989,197.5,130.5,0,24,21
989,583.5,181.5,1,22,23
990,0.5,119.5,0,21,60
990,73.5,57.5,0,46,86
990,119.5,67.5,1,41,68
990,310.5,101.5,0,99,21
990,419.5,10.5,1,301,290
990,689.5,148.5,0,22,45
990,698.5,103.5,0,22,76
992,272.5,44.5,1,31,26
992,451.5,43.5,0,40,26
992,680.5,90.5,0,23,21
993,51.5,299.5,0,69,46
993,281.5,116.5,0,36,46
993,313.5,125.5,1,37,38
993,350.5,75.5,1,83,56
993,432.5,89.5,1,80,29
993,485.5,34.5,1,26,28
993,548.5,38.5,0,70,37
995,134.5,187.5,0,30,21
995,192.5,120.5,0,41,57
995,241.5,178.5,1,55,51
995,464.5,30.5,0,40,22
995,504.5,8.5,1,93,35
996,379.5,82.5,0,84,29
997,46.5,109.5,1,29,23
998,419.5,194.5,0,46,30
998,533.5,224.5,1,33,23
999,360.5,90.5,0,112,52
999,621.5,46.5,1,26,31
1000,211.5,107.5,0,145,49
1001,0.5,92.5,1,31,47
1001,0.5,124.5,0,77,90
1001,475.5,322.5,1,59,26
1002,528.5,107.5,1,36,26
1002,585.5,165.5,1,74,33
1004,82.5,321.5,1,29,22
1004,656.5,138.5,1,41,24
1005,0.5,186.5,0,48,33
1005,111.5,293.5,1,202,82
1005,209.5,285.5,0,81,45
1005,311.5,285.5,0,70,37
1005,449.5,352.5,0,271,128
1012,475.5,124.5,1,30,26
1013,59.5,178.5,0,70,30
1013,97.5,86.5,0,77,61
1013,221.5,117.5,0,60,30
1013,430.5,164.5,1,85,29
1013,521.5,187.5,0,128,48
1014,554.5,228.5,1,60,40
1014,612.5,199.5,1,34,22
1015,0.5,117.5,1,58,180
1016,62.5,117.5,1,76,35
1017,432.5,4.5,0,35,24
1017,466.5,18.5,0,33,32
1017,610.5,120.5,1,73,39
1018,379.5,204.5,0,29,24
1018,617.5,169.5,0,59,31
1019,0.5,198.5,0,78,55
1019,116.5,165.5,1,44,24
1019,144.5,201.5,0,171,63
1019,206.5,148.5,0,32,23
1019,295.5,109.5,1,24,22
1019,312.5,119.5,0,66,52
1019,351.5,151.5,0,93,33
1019,362.5,101.5,1,52,41
1020,39.5,186.5,0,108,47
1020,116.5,193.5,1,44,25
1020,118.5,237.5,0,28,27
1020,144.5,218.5,0,118,49
1020,159.5,184.5,1,41,28
1020,290.5,193.5,0,105,72
1020,394.5,329.5,0,196,151
1020,436.5,176.5,0,28,22
1020,552.5,196.5,0,85,46
1020,641.5,268.5,1,70,22
1021,614.5,236.5,1,23,23
1024,94.5,309.5,1,26,27
1026,355.5,93.5,1,62,49
1028,0.5,218.5,0,58,38
1028,541.5,152.5,0,115,44
1029,0.5,67.5,0,88,41
1029,0.5,191.5,1,31,73
1029,308.5,137.5,0,86,48
1029,441.5,158.5,1,77,37
1031,346.5,133.5,0,29,26
1031,498.5,133.5,1,49,25
1032,682.5,156.5,0,23,24
1032,689.5,183.5,1,31,25
1033,32.5,171.5,0,127,97
1036,22.5,129.5,1,68,21
1036,77.5,169.5,0,65,22
1036,377.5,174.5,1,41,33
1036,525.5,261.5,0,62,39
1036,536.5,247.5,1,32,24
1038,0.5,180.5,1,37,95
1038,32.5,170.5,1,108,64
1038,272.5,90.5,1,95,50
1038,533.5,111.5,1,117,85
1039,148.5,402.5,0,210,78
1039,220.5,189.5,1,345,290
1039,561.5,254.5,0,63,39
1041,157.5,207.5,0,74,38
1041,197.5,173.5,0,28,23
1041,494.5,112.5,1,118,33
1045,0.5,427.5,0,112,53
1045,24.5,336.5,0,106,94
1045,137.5,280.5,0,27,27
1045,166.5,281.5,1,28,30
1045,193.5,276.5,0,40,31
1045,201.5,239.5,1,26,24
1045,235.5,192.5,1,28,25
1045,242.5,215.5,1,66,62
1045,338.5,51.5,1,382,429
1045,344.5,73.5,0,53,49
1045,391.5,0.5,0,106,99
1045,496.5,0.5,1,100,51
1045,597.5,0.5,0,89,24
1050,94.5,457.5,0,35,23
1050,354.5,152.5,0,47,70
1051,678.5,267.5,1,42,24
1053,0.5,94.5,0,26,29
1053,197.5,120.5,0,75,39
1053,297.5,119.5,1,62,25
1053,303.5,70.5,0,34,29
1053,501.5,119.5,0,29,26
1053,678.5,139.5,1,42,52
1054,65.5,183.5,0,33,30
1054,157.5,116.5,1,563,364
1056,375.5,96.5,0,31,24
1059,315.5,209.5,0,25,22
1059,392.5,280.5,1,102,23
1062,226.5,46.5,0,37,26
1062,498.5,69.5,0,59,31
1065,206.5,227.5,0,143,22
1065,442.5,149.5,0,39,36
1065,541.5,77.5,1,179,147
1066,77.5,216.5,1,53,45
1066,212.5,236.5,1,46,29
1068,96.5,185.5,1,36,36
1069,543.5,338.5,0,177,122
1070,426.5,134.5,0,31,29
1070,563.5,59.5,0,47,45
1073,68.5,51.5,1,29,22
1073,108.5,56.5,0,24,24
1073,366.5,250.5,1,126,48
1073,441.5,240.5,0,50,30
1073,556.5,335.5,1,66,51
1073,677.5,373.5,0,43,50
1074,165.5,391.5,1,73,43
1074,279.5,192.5,0,290,288
1074,568.5,201.5,1,152,279
1075,3.5,257.5,0,48,64
1075,483.5,406.5,1,92,47
1076,344.5,228.5,0,63,28
1076,369.5,277.5,1,93,35
1076,570.5,248.5,1,33,26
1076,668.5,266.5,1,52,41
1078,0.5,195.5,1,106,156
1078,134.5,148.5,1,274,132
1078,576.5,109.5,0,109,26
1079,0.5,257.5,1,64,91
1079,238.5,359.5,0,437,121
1079,239.5,40.5,0,38,34
1080,278.5,154.5,0,22,22
1080,310.5,230.5,1,165,163
1080,352.5,190.5,0,27,22
1080,669.5,389.5,0,46,24
1081,37.5,157.5,0,169,47
1081,676.5,157.5,1,44,44
1082,407.5,141.5,0,100,43
1082,445.5,108.5,1,36,30
1083,100.5,207.5,1,40,22
1083,303.5,115.5,1,36,27
1083,380.5,72.5,1,59,54
1083,552.5,66.5,0,40,26
1083,674.5,43.5,0,46,53
1085,113.5,162.5,1,92,21
1085,198.5,149.5,0,187,68
1085,580.5,205.5,0,70,36
1088,376.5,203.5,0,247,153
1088,404.5,122.5,1,117,101
1088,522.5,221.5,0,88,40
1088,662.5,232.5,0,25,21
1089,73.5,188.5,1,154,105
1089,228.5,194.5,0,97,24
1089,452.5,158.5,0,185,151
1089,646.5,441.5,1,54,36
1089,692.5,427.5,0,28,29
1089,694.5,402.5,1,26,28
1090,197.5,164.5,0,32,33
1091,57.5,245.5,0,36,28
1093,239.5,118.5,1,40,34
1094,548.5,128.5,0,172,212
1094,692.5,420.5,0,28,60
1095,68.5,73.5,0,187,164
1095,407.5,97.5,0,49,42
1095,421.5,273.5,1,299,207
1095,455.5,26.5,1,101,98
1095,635.5,80.5,1,85,26
1097,343.5,337.5,1,32,25
1098,42.5,293.5,0,40,27
1098,252.5,319.5,0,76,22
1099,288.5,159.5,0,88,65
1099,421.5,167.5,1,60,51
1099,556.5,197.5,0,103,54
1099,682.5,208.5,1,38,41
1100,193.5,274.5,0,83,45
1100,521.5,102.5,1,62,35
1101,582.5,296.5,0,120,76
1103,44.5,264.5,1,45,31
1103,46.5,200.5,0,51,46
1103,121.5,279.5,1,74,41
1103,128.5,217.5,0,57,54
1103,184.5,241.5,1,44,33
1103,229.5,342.5,0,122,58
1103,264.5,263.5,1,32,29
1103,295.5,320.5,1,61,22
1103,347.5,280.5,1,42,31
1103,390.5,298.5,1,49,24
1105,43.5,260.5,1,64,23
1105,59.5,238.5,0,29,25
1105,110.5,224.5,1,33,33
1105,144.5,199.5,0,65,44
1105,313.5,179.5,0,23,27
1105,333.5,151.5,0,78,57
1105,469.5,149.5,1,36,32
1106,9.5,146.5,0,67,25
1106,53.5,86.5,0,167,121
1106,207.5,96.5,0,119,80
1106,271.5,2.5,1,139,115
1106,563.5,41.5,0,78,58
1106,627.5,36.5,1,43,33
1107,413.5,9.5,1,33,25
1109,62.5,199.5,1,73,24
1109,326.5,196.5,1,71,58
1109,552.5,258.5,0,125,116
1110,64.5,283.5,0,35,39
1110,99.5,302.5,1,33,28
1110,125.5,274.5,0,55,33
1110,212.5,145.5,0,51,47
1110,261.5,134.5,0,49,31
1110,430.5,36.5,1,142,165
1110,659.5,0.5,0,61,108
1111,112.5,209.5,0,83,40
1114,284.5,106.5,1,68,23
1114,484.5,50.5,0,93,70
1116,0.5,371.5,0,28,57
1116,67.5,211.5,1,35,23
1116,71.5,265.5,0,116,138
1116,113.5,106.5,1,23,26
1116,132.5,90.5,0,50,72
1116,167.5,37.5,0,69,75
1116,281.5,10.5,1,38,45
1116,505.5,86.5,0,215,394
1118,10.5,362.5,0,53,35
1118,48.5,383.5,0,97,52
1118,100.5,342.5,0,42,27
1118,272.5,259.5,1,55,51
1118,421.5,214.5,1,64,69
1118,542.5,164.5,1,25,23
1118,545.5,193.5,1,50,22
1120,0.5,158.5,0,98,105
1120,451.5,350.5,0,48,42
1120,487.5,362.5,0,44,44
1120,638.5,342.5,1,67,71
1121,125.5,319.5,0,73,29
1121,498.5,187.5,1,61,21
1121,655.5,107.5,0,34,34
1122,166.5,52.5,1,61,31
1122,273.5,46.5,0,28,21
1122,396.5,32.5,1,78,37
1122,475.5,41.5,0,57,30
1122,592.5,67.5,1,39,28
1122,630.5,70.5,0,59,30
1122,695.5,116.5,1,25,21
1125,0.5,271.5,0,81,197
1125,318.5,92.5,1,76,30
1125,350.5,84.5,1,64,25
1125,539.5,110.5,1,55,55
1125,615.5,145.5,1,84,97
1127,477.5,146.5,1,59,25
1128,507.5,65.5,0,55,53
1130,0.5,241.5,1,29,28
1130,55.5,213.5,0,41,33
1130,109.5,212.5,0,32,25
1130,134.5,147.5,0,57,62
1130,145.5,368.5,1,241,112
1130,183.5,159.5,0,39,40
1130,202.5,126.5,0,73,65
1130,299.5,101.5,0,85,54
1130,389.5,97.5,1,40,35
1131,388.5,99.5,0,60,30
1131,449.5,98.5,1,60,27
1133,19.5,367.5,1,61,46
1133,145.5,338.5,1,33,37
1133,294.5,302.5,1,26,26
1134,0.5,129.5,0,71,34
1137,0.5,396.5,0,148,84
1137,181.5,214.5,1,106,21
1137,287.5,165.5,0,30,22
1137,316.5,163.5,0,51,27
1137,451.5,155.5,0,31,32
1137,461.5,190.5,1,116,70
1137,595.5,183.5,0,46,25
1137,625.5,210.5,0,95,30
1138,539.5,200.5,1,46,22
1139,129.5,146.5,0,21,22
1139,199.5,144.5,0,40,24
1140,32.5,312.5,1,81,34
1140,38.5,398.5,0,57,25
1140,76.5,261.5,1,55,28
1140,89.5,350.5,0,171,61
1140,130.5,253.5,0,39,28
1140,185.5,251.5,1,70,25
1140,272.5,222.5,0,48,24
1140,316.5,222.5,0,87,48
1140,633.5,159.5,0,87,140
1141,71.5,0.5,0,104,33
1141,154.5,0.5,1,41,25
1141,155.5,26.5,1,63,37
1141,216.5,34.5,1,70,35
1141,464.5,121.5,1,175,104
1142,320.5,3.5,0,51,23
1142,382.5,6.5,0,27,22
1142,415.5,17.5,0,44,41
1142,458.5,52.5,1,52,45
1142,488.5,106.5,0,55,35
1142,507.5,52.5,1,52,65
1144,278.5,237.5,0,44,22
1146,523.5,234.5,1,56,30
1146,576.5,298.5,0,62,50
1146,632.5,221.5,1,71,53
1147,232.5,146.5,0,32,31
1147,349.5,167.5,1,120,29
1147,437.5,324.5,0,283,156
1147,549.5,96.5,1,90,63
1148,81.5,128.5,0,35,30
1148,183.5,103.5,1,25,27
1149,424.5,184.5,1,187,141
1149,658.5,278.5,1,27,25
1149,682.5,182.5,1,37,35
1149,684.5,289.5,1,36,48
1150,58.5,17.5,0,47,35
1150,61.5,44.5,1,110,72
1150,118.5,108.5,0,107,42
1150,150.5,38.5,0,22,28
1150,280.5,114.5,0,38,27
1150,312.5,226.5,1,132,57
1150,333.5,131.5,0,29,22
1150,419.5,160.5,0,31,31
1150,473.5,215.5,0,52,26
1150,629.5,264.5,1,35,38
1151,25.5,147.5,0,36,24
1152,125.5,214.5,1,59,32
1154,442.5,318.5,1,21,22
1154,500.5,305.5,1,34,28
1154,684.5,319.5,1,36,22
1156,614.5,163.5,0,71,31
1158,0.5,345.5,0,41,88
1158,1.5,177.5,1,263,221
1158,37.5,140.5,0,30,23
1158,111.5,59.5,0,100,59
1158,214.5,0.5,0,67,93
1158,264.5,227.5,1,87,31
1158,274.5,0.5,0,157,205
1158,421.5,41.5,0,299,229
1159,662.5,247.5,1,31,22
1161,13.5,169.5,0,29,21
1163,84.5,139.5,0,36,43
1163,140.5,151.5,1,35,24
1163,176.5,148.5,0,25,22
1163,484.5,143.5,1,55,36
1164,34.5,180.5,0,60,72
1164,127.5,92.5,0,43,35
1164,184.5,77.5,1,46,41
1164,499.5,95.5,0,103,38
1165,285.5,99.5,0,23,23
1165,295.5,100.5,0,48,41
1168,1.5,174.5,0,22,21
1168,45.5,171.5,1,37,33
1169,0.5,273.5,1,50,63
1169,143.5,296.5,1,33,22
1169,182.5,298.5,1,132,113
1169,261.5,193.5,0,71,59
1169,341.5,277.5,0,58,33
1169,399.5,272.5,0,98,37
1169,689.5,185.5,1,31,50
1170,527.5,128.5,0,73,22
1171,0.5,338.5,1,38,24
1171,85.5,339.5,0,70,32
1171,157.5,282.5,1,28,23
1171,175.5,302.5,0,74,34
1171,408.5,245.5,1,93,42
1171,410.5,170.5,0,52,31
1172,199.5,72.5,1,38,26
1172,274.5,93.5,0,82,47
1172,534.5,128.5,1,93,37
1173,228.5,192.5,0,31,21
1173,591.5,265.5,1,39,44
1175,0.5,98.5,1,52,48
1177,0.5,154.5,1,186,275
1177,26.5,116.5,1,71,42
1177,400.5,55.5,1,232,129
1177,499.5,0.5,0,55,27
1178,153.5,354.5,1,104,99
1178,437.5,53.5,0,202,177
1179,0.5,389.5,0,33,91
1179,206.5,95.5,0,58,24
1179,372.5,24.5,1,69,42
1179,513.5,0.5,0,128,111
1179,638.5,0.5,0,68,44
1179,686.5,34.5,0,34,126
1180,385.5,202.5,1,34,27
1182,0.5,67.5,0,66,61
1182,270.5,48.5,1,73,24
1182,318.5,115.5,1,61,36
1182,380.5,115.5,1,87,51
1182,466.5,128.5,1,50,45
1182,570.5,114.5,0,86,54
1183,445.5,212.5,0,137,69
1183,456.5,277.5,1,91,33
1185,0.5,226.5,0,104,22
1185,168.5,171.5,0,63,21
1185,298.5,155.5,0,34,21
1185,377.5,259.5,1,63,36
1185,439.5,252.5,0,31,23
1187,119.5,0.5,0,128,51
1187,229.5,0.5,1,320,87
1187,675.5,140.5,0,44,48
1189,120.5,227.5,0,24,21
1189,311.5,221.5,1,39,27
1191,365.5,145.5,0,25,30
1193,640.5,230.5,1,34,22
1194,668.5,22.5,0,29,22
1195,237.5,233.5,0,201,101
1196,409.5,59.5,1,96,37
1197,0.5,387.5,0,72,93
1197,62.5,421.5,0,66,59
1197,171.5,45.5,0,26,22
1198,648.5,218.5,0,72,77
1200,0.5,233.5,1,68,59
1201,292.5,38.5,1,29,25
1201,435.5,79.5,1,68,28
1201,602.5,132.5,1,44,47
1202,287.5,274.5,0,342,153
1202,500.5,191.5,0,147,45
1202,626.5,267.5,0,94,109
1202,637.5,155.5,1,70,77
1203,181.5,43.5,0,33,41
1203,567.5,128.5,1,39,35
1203,670.5,148.5,0,27,26
1205,539.5,154.5,1,57,23
1206,35.5,213.5,0,56,41
1206,232.5,203.5,1,44,23
1206,659.5,195.5,0,26,23
1207,37.5,269.5,1,42,37
1207,226.5,273.5,0,172,66
1208,166.5,301.5,1,100,26
1208,392.5,219.5,0,25,26
1209,390.5,261.5,1,330,219
1210,116.5,107.5,1,70,60
1211,430.5,118.5,1,35,23
1211,687.5,194.5,1,33,30
1212,40.5,215.5,1,33,25
1213,577.5,94.5,0,38,25
1214,46.5,222.5,1,125,46
1214,292.5,162.5,0,65,28
1214,636.5,103.5,0,84,62
1215,224.5,0.5,0,173,120
1215,478.5,18.5,1,117,69
1215,555.5,0.5,0,165,123
1216,0.5,333.5,0,57,23
1217,297.5,239.5,0,72,22
1217,321.5,202.5,1,45,25
1221,238.5,108.5,0,35,22
1224,133.5,143.5,1,64,23
1224,297.5,70.5,1,54,42
1224,519.5,50.5,1,57,26
1224,582.5,45.5,1,24,23
1227,8.5,308.5,0,83,26
1227,173.5,222.5,0,71,39
1227,257.5,188.5,1,39,31
1227,442.5,185.5,0,63,44
1227,471.5,117.5,0,83,78
1227,572.5,154.5,0,116,54
1228,0.5,340.5,1,245,140
1230,96.5,314.5,0,107,85
1232,202.5,297.5,0,161,56
1232,440.5,133.5,1,135,133
1234,44.5,43.5,0,40,25
1235,198.5,252.5,0,50,24
1235,266.5,223.5,1,59,33
1236,0.5,126.5,0,34,66
1236,0.5,203.5,1,75,39
1236,55.5,93.5,0,164,119
1236,114.5,33.5,0,39,31
1236,153.5,16.5,1,34,32
1236,391.5,401.5,0,65,51
1236,496.5,440.5,0,25,21
1237,73.5,0.5,0,47,23
1237,389.5,34.5,0,150,68
1237,555.5,30.5,1,26,23
1239,447.5,93.5,1,55,31
1239,612.5,154.5,1,83,34
1240,277.5,220.5,1,67,45
1240,348.5,252.5,0,132,34
1241,342.5,15.5,0,183,270
1241,534.5,105.5,0,29,21
1241,633.5,344.5,1,87,136
1242,33.5,95.5,0,39,26
1242,506.5,125.5,1,66,56
1245,397.5,128.5,0,25,22
1245,478.5,144.5,1,42,22
1245,518.5,135.5,0,36,28
1247,0.5,146.5,1,54,41
1247,54.5,65.5,0,50,44
1249,118.5,4.5,1,97,76
1249,469.5,190.5,0,36,30
1249,663.5,366.5,1,57,48
1249,691.5,436.5,0,29,33
1250,253.5,282.5,1,118,91
1250,449.5,318.5,1,40,24
1252,69.5,105.5,1,40,35
1252,422.5,127.5,1,36,29
1253,0.5,165.5,1,45,67
1253,0.5,262.5,0,259,75
1253,213.5,254.5,1,74,22
1253,280.5,181.5,0,57,25
1253,390.5,274.5,0,220,69
1254,0.5,238.5,0,24,27
1254,0.5,327.5,1,24,25
1254,1.5,73.5,0,30,32
1254,14.5,346.5,0,47,25
1254,24.5,86.5,0,27,28
1254,32.5,372.5,1,84,62
1254,35.5,319.5,0,32,26
1254,61.5,341.5,1,41,36
1254,62.5,229.5,1,23,23
1254,75.5,323.5,1,25,28
1254,81.5,39.5,1,131,102
1254,81.5,203.5,0,28,28
1254,90.5,229.5,0,27,28
1254,98.5,371.5,1,73,62
1254,101.5,265.5,0,28,29
1254,116.5,420.5,0,58,34
1254,134.5,259.5,0,34,37
1254,147.5,334.5,1,30,22
1254,279.5,50.5,0,54,37
1254,561.5,76.5,0,54,29
1255,72.5,85.5,1,42,21
1256,23.5,95.5,0,29,31
1256,386.5,149.5,0,55,24
1259,16.5,282.5,1,25,26
1259,76.5,242.5,0,25,29
1259,104.5,297.5,1,73,26
1259,107.5,226.5,0,35,34
1259,143.5,220.5,0,59,52
1259,216.5,173.5,1,129,115
1262,241.5,17.5,0,30,24
1263,199.5,43.5,0,49,22
1263,255.5,36.5,0,24,22
1264,43.5,12.5,0,33,30
1264,106.5,59.5,1,81,27
1264,168.5,0.5,1,44,27
1264,274.5,0.5,1,106,74
1264,577.5,160.5,1,70,29
1265,0.5,242.5,0,29,31
1265,212.5,0.5,0,418,330
1265,639.5,0.5,0,81,161
1266,380.5,99.5,1,31,21
1266,512.5,38.5,0,79,52
1266,593.5,21.5,1,108,25
1269,144.5,312.5,0,23,23
1270,149.5,352.5,1,134,48
1270,162.5,270.5,0,45,26
1270,272.5,245.5,1,48,43
1270,376.5,273.5,0,43,40
1270,664.5,258.5,1,56,21
1271,18.5,270.5,0,42,22
1271,213.5,317.5,1,206,80
1271,423.5,100.5,0,125,100
1271,549.5,127.5,1,38,34
1273,96.5,139.5,1,68,23
1274,21.5,310.5,1,63,29
1274,90.5,311.5,1,24,21
1274,107.5,314.5,1,46,43
1274,586.5,284.5,0,44,40
1274,664.5,333.5,1,49,36
1275,669.5,8.5,0,51,42
1278,445.5,57.5,0,77,44
1278,470.5,99.5,0,105,72
1279,19.5,212.5,1,32,22
1279,282.5,87.5,0,37,40
1280,72.5,384.5,0,43,40
1280,115.5,344.5,0,29,38
1280,137.5,320.5,1,54,54
1280,188.5,290.5,0,56,72
1282,321.5,193.5,1,35,29
1283,90.5,6.5,1,112,51
1283,189.5,77.5,1,130,25
1283,203.5,21.5,1,35,21
1283,240.5,29.5,0,88,48
1283,503.5,87.5,0,58,37
1284,123.5,159.5,1,34,36
1285,155.5,24.5,0,42,22
1285,308.5,52.5,0,29,21
1285,330.5,78.5,0,47,30
1285,416.5,65.5,1,26,26
1285,427.5,169.5,0,45,32
1285,441.5,101.5,0,33,38
1285,516.5,137.5,1,23,22
1285,638.5,237.5,0,30,24
1285,676.5,258.5,0,24,29
1286,0.5,233.5,1,95,55
1286,112.5,206.5,0,30,31
1286,315.5,178.5,1,63,42
1287,15.5,292.5,0,30,22
1288,11.5,170.5,0,91,37
1288,170.5,40.5,1,28,22
1288,193.5,157.5,0,92,49
1288,237.5,54.5,0,43,22
